# Atomic data from Jitrik & Bunge (2004)
# Damping constants calculated by J.-K. Krogager
# Generated:  2021-07-21 22:19:15.558941
# --------------------------------------------------------------------
# line-ID        ion         wl_cen     f_ij        gamma      mass
#                            Angstrom               s^-1       m_u
# --------------------------------------------------------------------
CIb_1128         CIb        1128.6300  6.65e-04  3.236e+07  12.011
CIa_1128.7       CIa        1128.6861  9.14e-04  1.950e+07  12.011
CIb_1128.8       CIb        1128.7500  1.94e-03  2.818e+07  12.011
CIa_1128.8       CIa        1128.8168  5.12e-03  2.818e+07  12.011
CIb_1129         CIb        1129.0300  2.08e-04  1.950e+07  12.011
CIa_1129         CIa        1129.0780  3.15e-04  2.399e+07  12.011
CIb_1129.1       CIb        1129.1350  4.56e-03  3.802e+07  12.011
CIa_1129.4       CIa        1129.4045  9.31e-04  2.951e+07  12.011
CIb_1129.4       CIb        1129.4200  2.29e-03  2.399e+07  12.011
CIa_1129.5       CIa        1129.5269  1.38e-04  2.570e+07  12.011
CIa_1129.6       CIa        1129.5900  4.09e-04  9.772e+06  12.011
CIb_1129.9       CIb        1129.8700  2.55e-04  2.570e+07  12.011
CIa_1138         CIa        1138.5570  1.50e-03  5.129e+07  12.011
CIa_1138.6       CIa        1138.5950  1.42e-03  4.169e+07  12.011
CIa_1138.8       CIa        1138.7700  1.93e-04  4.571e+07  12.011
CIb_1138         CIb        1138.9457  1.05e-03  4.169e+07  12.011
CIb_1139.1       CIb        1139.0930  3.11e-03  3.715e+07  12.011
CIa_1139         CIa        1139.2998  1.22e-03  4.074e+07  12.011
CIa_1139.5       CIa        1139.5140  8.83e-03  4.898e+07  12.011
CIb_1139.7       CIb        1139.6500  2.64e-04  4.074e+07  12.011
CIa_1139.8       CIa        1139.7659  1.50e-03  4.365e+07  12.011
CIb_1139.8       CIb        1139.8120  8.07e-03  5.888e+07  12.011
CIb_1139.9       CIb        1139.8650  2.53e-04  4.898e+07  12.011
CIa_1140         CIa        1140.0050  1.84e-03  4.677e+07  12.011
CIb_1140         CIb        1140.1167  3.59e-03  4.365e+07  12.011
CIa_1140.2       CIa        1140.2230  2.86e-04  3.981e+07  12.011
CIa_1140.3       CIa        1140.3160  7.48e-04  1.862e+07  12.011
CIb_1140.6       CIb        1140.5740  4.89e-04  3.981e+07  12.011
CIa_1155         CIa        1155.9790  2.50e-03  7.586e+07  12.011
CIa_1156         CIa        1156.0280  2.27e-03  6.761e+07  12.011
CIa_1156.2       CIa        1156.1990  8.00e-04  6.026e+07  12.011
CIb_1156         CIb        1156.3890  1.82e-03  6.761e+07  12.011
CIa_1156.4       CIa        1156.4000  1.63e-04  6.761e+07  12.011
CIb_1156.6       CIb        1156.5600  5.40e-03  6.026e+07  12.011
CIa_1157         CIa        1157.4056  1.51e-03  5.012e+07  12.011
CIb_1157.8       CIb        1157.7674  3.01e-04  5.012e+07  12.011
CIa_1157.8       CIa        1157.7690  8.79e-03  9.333e+07  12.011
CIb_1158         CIb        1158.0188  1.57e-02  1.072e+08  12.011
CIa_1158         CIa        1158.0349  1.04e-02  7.244e+07  12.011
CIa_1158.1       CIa        1158.1299  3.98e-03  1.023e+08  12.011
CIb_1158.1       CIb        1158.1317  5.19e-03  9.333e+07  12.011
CIb_1158.4       CIb        1158.3970  1.65e-03  7.244e+07  12.011
CIa_1158.5       CIa        1158.5440  6.76e-04  5.129e+07  12.011
CIa_1158.7       CIa        1158.6740  1.47e-03  3.715e+07  12.011
CIb_1158.9       CIb        1158.9068  1.01e-03  5.129e+07  12.011
CIa_1188         CIa        1188.9920  5.07e-03  1.349e+08  12.011
CIa_1189         CIa        1189.0650  4.26e-03  1.318e+08  12.011
CIa_1189.2       CIa        1189.2488  3.85e-03  1.230e+08  12.011
CIb_1189         CIb        1189.4468  3.77e-03  1.318e+08  12.011
CIb_1189.6       CIb        1189.6307  1.12e-02  1.230e+08  12.011
CIa_1190         CIa        1190.2530  1.02e-04  1.175e+08  12.011
CIa_1192         CIa        1192.4492  1.62e-03  6.166e+07  12.011
CIb_1192         CIb        1192.8332  2.80e-04  6.166e+07  12.011
CIa_1193         CIa        1193.0085  2.81e-02  1.995e+08  12.011
CIb_1193         CIb        1193.2400  3.32e-02  2.042e+08  12.011
CIa_1193.3       CIa        1193.2637  9.16e-03  2.089e+08  12.011
CIb_1193.4       CIb        1193.3928  7.40e-03  1.995e+08  12.011
CIb_1193.6       CIb        1193.6483  2.88e-04  2.089e+08  12.011
CIa_1194         CIa        1194.2290  1.78e-03  7.413e+07  12.011
CIa_1194.3       CIa        1194.3010  1.46e-03  1.096e+07  12.011
CIa_1194.4       CIa        1194.4055  3.14e-03  6.918e+07  12.011
CIb_1194.6       CIb        1194.6146  2.27e-03  7.413e+07  12.011
CIa_1260         CIa        1260.9262  1.40e-02  3.631e+08  12.011
CIa_1261.0       CIa        1260.9960  1.08e-02  3.548e+08  12.011
CIa_1261         CIa        1261.1220  1.53e-02  3.467e+08  12.011
CIb_1261         CIb        1261.4255  1.04e-02  3.548e+08  12.011
CIb_1261.6       CIb        1261.5519  3.11e-02  3.467e+08  12.011
CIa_1276         CIa        1276.7498  2.29e-03  1.514e+08  12.011
CIb_1277.2       CIb        1277.1900  2.66e-04  1.514e+08  12.011
CIa_1277         CIa        1277.2820  6.92e-02  3.802e+08  12.011
CIa_1277.5       CIa        1277.5130  2.26e-02  3.890e+08  12.011
CIb_1277.5       CIb        1277.5500  7.80e-02  3.802e+08  12.011
CIb_1277.7       CIb        1277.7230  1.54e-02  3.802e+08  12.011
CIb_1278.0       CIb        1277.9539  8.73e-04  3.890e+08  12.011
CIa_1279.9       CIa        1279.8900  1.40e-02  1.549e+08  12.011
CIb_1280         CIb        1280.3330  1.57e-02  1.549e+08  12.011
CIa_1280         CIa        1280.4040  4.61e-03  1.445e+08  12.011
CIa_1280.6       CIa        1280.5970  7.23e-03  1.413e+08  12.011
CIb_1280.8       CIb        1280.8470  5.35e-03  1.445e+08  12.011
CIa_1329         CIa        1329.0849  1.96e-02  4.571e+08  12.011
CIa_1329.1       CIa        1329.1000  2.38e-02  4.467e+08  12.011
CIa_1329.12      CIa        1329.1230  1.47e-02  4.571e+08  12.011
CIb_1329         CIb        1329.5775  4.36e-02  4.467e+08  12.011
CIb_1329.6       CIb        1329.6000  1.46e-02  4.571e+08  12.011
CIIa_1335.7      CIIa       1335.6627  1.27e-02  3.981e+08  12.011
CIIa_1335.71     CIIa       1335.7077  1.16e-01  3.890e+08  12.011
CIa_1560         CIa        1560.6820  5.37e-02  3.020e+08  12.011
CIa_1560.7       CIa        1560.7080  1.79e-02  3.020e+08  12.011
CIb_1561         CIb        1561.3399  1.07e-02  3.020e+08  12.011
CIb_1561.4       CIb        1561.3668  7.13e-04  3.020e+08  12.011
CIb_1561.44      CIb        1561.4378  6.01e-02  3.020e+08  12.011
CIa_1656         CIa        1656.2660  5.98e-02  3.981e+08  12.011
CIb_1657         CIb        1657.0080  1.07e-01  3.981e+08  12.011
CIa_1657         CIa        1657.3792  3.56e-02  3.981e+08  12.011
CIa_1657.9       CIa        1657.9070  4.76e-02  3.981e+08  12.011
CIb_1658         CIb        1658.1211  3.57e-02  3.981e+08  12.011

# Manual Entries, check references from source file.
SiIIa_1264       SiIIa      1264.7377  1.05e+00  2.93E+09   28.085
FeIIa_2333       FeIIa      2333.5156  7.78E-02  2.62e+08   55.847
C13I_1328        C13I       1328.8250  5.81e-02  4.571e+08  13.003
C13Ia_1329       C13Ia      1329.0790  1.96e-02  4.571e+08  13.003
C13Ia_1329.1     C13Ia      1329.0940  2.38e-02  4.467e+08  13.003
C13Ia_1329.12    C13Ia      1329.1150  1.47e-02  4.571e+08  13.003
C13Ib_1329       C13Ib      1329.5699  4.36e-02  4.467e+08  13.003
C13Ib_1329.6     C13Ib      1329.5920  1.46e-02  4.571e+08  13.003
C13II_1334       C13II      1334.5610  1.29e-01  3.981e+08  13.003
C13IIa_1335.7    C13IIa     1335.6490  1.27e-02  3.981e+08  13.003
C13IIa_1335.71   C13IIa     1335.6920  1.16e-01  3.890e+08  13.003
C13I_1560        C13I       1560.2920  7.16e-02  3.020e+08  13.003
C13Ia_1560       C13Ia      1560.6650  5.37e-02  3.020e+08  13.003
C13Ia_1560.7     C13Ia      1560.6920  1.79e-02  3.020e+08  13.003
C13Ib_1561       C13Ib      1561.3220  1.07e-02  3.020e+08  13.003
C13Ib_1561.4     C13Ib      1561.3500  7.13e-04  3.020e+08  13.003
C13Ib_1561.44    C13Ib      1561.4240  6.01e-02  3.020e+08  13.003
C13Ia_1656       C13Ia      1656.2710  5.98e-02  3.981e+08  13.003
C13I_1656        C13I       1656.9320  1.43e-01  3.981e+08  13.003
C13Ib_1657       C13Ib      1657.0120  1.07e-01  3.981e+08  13.003
C13Ia_1657       C13Ia      1657.3831  3.56e-02  3.981e+08  13.003
C13Ia_1657.9     C13Ia      1657.9160  4.76e-02  3.981e+08  13.003
C13Ib_1658       C13Ib      1658.1250  3.57e-02  3.981e+08  13.003
Mg25II_2796      MgII       2796.3480  6.29e-01  2.692e+08  24.305
Mg26II_2796      MgII       2796.3442  6.29e-01  2.692e+08  24.305
Mg25II_2803      MgII       2803.5268  3.08e-01  2.692e+08  24.305
Mg26II_2803      MgII       2803.5230  3.08e-01  2.692e+08  24.305
Mg25I_2852       MgI        2852.9622  1.80e+00  5.129e+08  24.305
Mg26I_2852       MgI        2852.9604  1.80e+00  5.129e+08  24.305
OIa_1304         OIa        1304.8576  4.78e-02  5.650e+08  15.999
OIb_1306         OIb        1306.0286  4.78e-02  5.650e+08  15.999
NiII_1317        NiII       1317.2170  5.96e-02  8.128e+08  57.935
NiII_1370        NiII       1370.1320  6.16e-02  1.202e+09  57.935
NiII_1393        NiII       1393.3240  1.25e-02  4.571e+08  57.935
NiII_1454        NiII       1454.8420  2.20e-02  5.888e+08  57.935
NiII_1467        NiII       1467.2590  4.00e-03  5.888e+08  57.935
NiII_1467.8      NiII       1467.7560  6.70e-03  4.467e+08  57.935
NiII_1502        NiII       1502.1480  7.70e-03  4.169e+08  57.935
NiII_1703        NiII       1703.4119  5.40e-03  7.244e+08  57.935
NiII_1709        NiII       1709.6042  3.18e-02  5.888e+08  57.935
NiII_1741        NiII       1741.5531  4.32e-02  6.918e+08  57.935
NiII_1751        NiII       1751.9157  2.80e-02  4.786e+08  57.935
NiII_1773        NiII       1773.9490  4.20e-03  3.548e+08  57.935
NiII_1804        NiII       1804.4730  4.60e-03  4.169e+08  57.935
ZnII_2026        ZnII       2026.1370  6.30e-01  4.070e+08  65.392
ZnII_2062        ZnII       2062.6604  3.10e-01  3.860e+08  65.392
MgI_2026         MgI        2026.4770  1.10e-01  6.120e+07  24.305
PbII_915         PbII        915.2730  2.90e-02  1.000e+08  203.973
PbII_926         PbII        926.4400  5.60e-03  1.000e+08  203.973
PbII_967         PbII        967.2300  4.00e-03  1.000e+08  203.973
PbII_986         PbII        986.7100  2.70e-03  1.000e+08  203.973
PbII_1060        PbII       1060.6600  3.60e-02  1.000e+08  203.973
PbII_1121        PbII       1121.3600  1.90e-02  1.000e+08  203.973
PbII_1433        PbII       1433.9600  4.50e-01  1.620e+09  203.973
PbII_1682        PbII       1682.1500  1.20e-01  8.310e+08  203.973
KrVI_927         KrVI        927.3400  1.90e-03  1.000e+08  77.920
KrII_917         KrII        917.4270  1.40e-03  1.000e+08  77.920
KrI_922          KrI         922.7380  2.00e-02  1.000e+08  77.920
KrI_923          KrI         923.7120  4.40e-02  1.000e+08  77.920
KrI_928          KrI         928.7100  1.50e-03  1.000e+08  77.920
KrI_945          KrI         945.4410  1.10e-01  1.000e+08  77.920
KrI_946          KrI         946.5360  6.10e-02  1.000e+08  77.920
KrI_951          KrI         951.0550  1.00e-02  1.000e+08  77.920
KrI_953          KrI         953.4030  4.30e-02  1.000e+08  77.920
KrI_963          KrI         963.3745  1.40e-02  1.000e+08  77.920
KrI_1001         KrI        1001.0606  1.50e-01  1.000e+08  77.920
KrI_1003         KrI        1003.5500  8.20e-02  1.000e+08  77.920
KrI_1030         KrI        1030.0220  5.30e-03  1.000e+08  77.920
KrI_1164         KrI        1164.8670  1.90e-01  3.090e+08  77.920
KrI_1235         KrI        1235.8380  2.10e-01  2.980e+08  77.920
GeIV_1188        GeIV       1188.9900  5.20e-01  1.000e+08  69.924
GeIV_1229        GeIV       1229.8100  2.50e-01  1.131e+09  69.924
GeIII_1088       GeIII      1088.4500  1.80e+00  1.000e+08  69.924
GeIII_1600       GeIII      1600.0900  1.20e-03  1.000e+08  69.924
GeII_999         GeII        999.1009  2.60e-01  8.540e+08  69.924
GeII_1055        GeII       1055.0252  2.60e-02  1.000e+08  69.924
GeII_1085        GeII       1085.5130  3.00e-01  8.600e+08  69.924
GeII_1098        GeII       1098.7100  5.50e-01  3.030e+09  69.924
GeII_1164        GeII       1164.2730  2.80e-01  1.380e+09  69.924
GeII_1237        GeII       1237.0580  1.20e+00  2.680e+09  69.924
GeII_1602        GeII       1602.4864  1.40e-01  1.060e+09  69.924
GeI_1934         GeI        1934.0483  1.20e-02  1.160e+08  69.924
GeI_2042         GeI        2042.3676  2.90e-01  2.250e+08  69.924
GeI_2498         GeI        2498.7156  3.10e-02  2.360e+08  69.924
GeI_2652         GeI        2652.3577  2.20e-01  2.140e+08  69.924
GaIII_1495       GaIII      1495.0450  5.40e-01  8.106e+08  68.926
GaIII_1534       GaIII      1534.4620  2.60e-01  7.498e+08  68.926
GaII_1414        GaII       1414.4010  1.80e+00  1.970e+09  68.926
GaI_2196         GaI        2196.0320  1.40e-03  1.000e+08  68.926
GaI_2218         GaI        2218.7300  1.20e-02  1.000e+08  68.926
GaI_2255         GaI        2255.7330  2.40e-03  1.000e+08  68.926
GaI_2294         GaI        2294.9000  1.10e-02  1.000e+08  68.926
GaI_2372         GaI        2372.0100  4.70e-03  1.000e+08  68.926
GaI_2450         GaI        2450.8200  5.00e-02  1.000e+08  68.926
GaI_2660         GaI        2660.6640  1.30e-02  1.000e+08  68.926
GaI_2875         GaI        2875.0780  2.90e-01  1.224e+08  68.926
GaI_4034         GaI        4034.1240  1.20e-01  1.411e+08  68.926
ZnII_938         ZnII        938.7130  1.80e-03  1.000e+08  63.929
ZnII_949         ZnII        949.4630  4.70e-03  1.000e+08  63.929
ZnII_984         ZnII        984.1410  2.50e-03  7.762e+06  63.929
ZnII_986         ZnII        986.5240  1.50e-03  4.863e+06  63.929
ZnI_1109         ZnI        1109.1000  3.70e-02  1.000e+08  63.929
ZnI_1589         ZnI        1589.5610  1.40e-01  1.073e+08  63.929
ZnI_2139         ZnI        2139.2480  1.50e+00  7.090e+08  63.929
NiII_993         NiII        993.5420  8.20e-03  1.000e+08  57.935
NiI_2255         NiI        2255.4980  7.30e-03  1.000e+08  57.935
CoII_1187        CoII       1187.4130  7.40e-03  1.000e+08  58.933
CoII_1188        CoII       1188.4860  2.30e-03  1.000e+08  58.933
FeII_937         FeII        937.6510  7.00e-03  1.000e+08  55.847
FeII_1063        FeII       1063.1700  5.50e-02  1.000e+08  55.847
FeI_3825         FeI        3825.5287  4.80e-03  1.000e+08  55.847
FeI_3861         FeI        3861.0055  2.20e-02  1.000e+08  55.847
MnI_4031         MnI        4031.9000  5.20e-02  1.000e+08  54.938
MnI_4034         MnI        4034.2100  3.70e-02  1.000e+08  54.938
MnI_4035         MnI        4035.6300  2.40e-02  1.000e+08  54.938
CrII_1059        CrII       1059.7320  1.10e-02  1.000e+08  49.946
CrII_1066        CrII       1066.7760  5.20e-03  1.000e+08  49.946
CrII_2056        CrII       2056.2568  1.10e-01  4.070e+08  49.946
CrI_4255         CrI        4255.5493  1.20e-01  3.148e+07  49.946
CrI_4276         CrI        4276.0147  8.60e-02  1.000e+08  49.946
CrI_4290         CrI        4290.9376  6.10e-02  3.156e+07  49.946
TiI_3891         TiI        3891.0526  1.20e-03  1.000e+08  45.953
TiI_3899         TiI        3899.5931  1.30e-03  1.000e+08  45.953
TiI_3915         TiI        3915.8464  1.10e-03  1.000e+08  45.953
TiI_3922         TiI        3922.5330  5.90e-03  1.000e+08  45.953
TiI_3930         TiI        3930.9867  2.10e-02  1.000e+08  45.953
TiI_3949         TiI        3949.7884  8.00e-02  1.000e+08  45.953
TiI_3963         TiI        3963.9721  1.60e-02  1.000e+08  45.953
TiI_3982         TiI        3982.8878  1.10e-01  3.756e+07  45.953
TiI_3983         TiI        3983.6070  1.10e-02  1.000e+08  45.953
TiI_4657         TiI        4657.7720  1.00e-02  1.000e+08  45.953
TiI_4998         TiI        4998.4870  1.70e-03  1.000e+08  45.953
TiI_5015         TiI        5015.5850  1.20e-02  1.000e+08  45.953
TiI_5148         TiI        5148.9110  2.30e-03  1.000e+08  45.953
TiI_5175         TiI        5175.1810  1.70e-02  1.000e+08  45.953
CaI_4227         CaI        4227.9200  1.70e+00  2.180e+08  39.963
KI_4045          KI         4045.2790  5.70e-03  7.341e+06  38.964
KI_4048          KI         4048.3510  2.60e-03  7.338e+06  38.964
KI_7667          KI         7667.0089  6.70e-01  3.867e+07  38.964
KI_7701          KI         7701.0835  3.30e-01  3.816e+07  38.964
ArII_919         ArII        919.7810  1.00e-02  2.070e+08  35.968
ArI_1048         ArI        1048.2200  2.60e-01  3.180e+07  35.968
ArI_1066         ArI        1066.6600  5.50e-02  1.320e+08  35.968
ClIII_1005       ClIII      1005.2800  9.60e-03  1.000e+08  35.451
ClIII_1008       ClIII      1008.7800  1.90e-02  1.000e+08  35.451
ClIII_1015       ClIII      1015.0200  2.90e-02  1.000e+08  35.451
ClII_1063        ClII       1063.8310  5.00e-03  1.670e+08  35.451
ClII_1071        ClII       1071.0360  1.40e-02  1.650e+08  35.451
ClI_1004         ClI        1004.6780  4.40e-02  1.000e+08  35.451
ClI_1079         ClI        1079.8820  4.40e-03  1.000e+08  35.451
ClI_1084         ClI        1084.6670  6.40e-03  1.000e+08  35.451
ClI_1088         ClI        1088.0590  3.20e-02  1.000e+08  35.451
ClI_1090         ClI        1090.7390  1.10e-02  1.000e+08  35.451
ClI_1090.9       ClI        1090.9820  1.50e-02  1.000e+08  35.451
ClI_1092         ClI        1092.4370  1.00e-03  1.000e+08  35.451
ClI_1094         ClI        1094.7690  2.20e-03  1.000e+08  35.451
ClI_1099         ClI        1099.5230  1.60e-03  1.000e+08  35.451
ClI_1101         ClI        1101.9360  4.40e-03  1.405e+08  35.451
ClI_1188         ClI        1188.7510  6.30e-03  2.290e+08  35.451
ClI_1188.8       ClI        1188.7740  8.00e-02  1.000e+08  35.451
ClI_1335         ClI        1335.7260  3.00e-02  5.424e+08  35.451
ClI_1347         ClI        1347.2400  1.40e-01  5.088e+08  35.451
ClI_1379         ClI        1379.5280  2.70e-03  1.000e+08  35.451
SVI_933          SVI         933.3760  4.40e-01  1.690e+09  32.067
SVI_944          SVI         944.5250  2.20e-01  1.631e+09  32.067
SII_906          SII         906.8850  2.10e-01  1.140e+09  32.067
SII_910          SII         910.4840  1.40e-01  1.120e+09  32.067
SII_912          SII         912.7350  6.90e-02  1.120e+09  32.067
SII_1250         SII        1250.5780  5.20e-03  5.129e+07  32.067
SII_1253         SII        1253.8050  1.00e-02  4.266e+07  32.067
SII_1259         SII        1259.5180  1.60e-02  3.388e+07  32.067
SI_1092          SI         1092.6690  1.50e-02  1.000e+08  32.067
SI_1103          SI         1103.7530  4.70e-03  1.000e+08  32.067
PV_1117          PV         1117.9800  4.70e-01  1.263e+09  30.974
PV_1128          PV         1128.0100  2.30e-01  1.229e+09  30.974
PIV_950          PIV         950.6550  1.50e+00  2.860e+09  30.974
PIII_913         PIII        913.9680  2.90e-01  4.804e+09  30.974
PIII_917         PIII        917.1180  5.30e-01  4.792e+09  30.974
PIII_998         PIII        998.0000  1.30e-01  2.220e+09  30.974
PIII_1334        PIII       1334.8080  3.20e-02  5.659e+07  30.974
PI_1377          PI         1377.0730  1.10e-01  1.000e+08  30.974
PI_1379          PI         1379.4280  2.20e-01  1.488e+08  30.974
PI_1381          PI         1381.4760  3.20e-01  1.842e+08  30.974
PI_1671          PI         1671.6800  1.60e-02  1.000e+08  30.974
PI_1674          PI         1674.5910  3.20e-02  3.914e+07  30.974
PI_1679          PI         1679.6950  5.40e-02  3.879e+07  30.974
PI_1774          PI         1774.9510  1.50e-01  2.177e+08  30.974
PI_1782          PI         1782.8380  9.90e-02  2.149e+08  30.974
PI_1787          PI         1787.6560  4.90e-02  2.131e+08  30.974
AlIII_1854       AlIII      1854.7164  5.60e-01  5.432e+08  26.982
AlIII_1862       AlIII      1862.7895  2.80e-01  5.361e+08  26.982
AlII_1670        AlII       1670.7867  1.70e+00  1.460e+09  26.982
AlI_2118         AlI        2118.9820  1.40e-02  1.000e+08  26.982
AlI_2130         AlI        2130.3350  2.10e-02  1.000e+08  26.982
AlI_2146         AlI        2146.2310  2.90e-02  1.000e+08  26.982
AlI_2169         AlI        2169.4850  4.20e-02  1.000e+08  26.982
AlI_2199         AlI        2199.8370  1.30e-03  1.000e+08  26.982
AlI_2205         AlI        2205.3480  6.40e-02  4.706e+07  26.982
AlI_2258         AlI        2258.6980  2.90e-03  1.000e+08  26.982
AlI_2264         AlI        2264.1620  1.00e-01  7.166e+07  26.982
AlI_2367         AlI        2367.7750  1.30e-01  7.605e+07  26.982
AlI_2372         AlI        2372.7940  4.90e-03  1.000e+08  26.982
AlI_2568         AlI        2568.7540  3.80e-02  3.400e+07  26.982
AlI_2653         AlI        2653.2740  1.50e-02  1.000e+08  26.982
AlI_3083         AlI        3083.0481  1.70e-01  7.177e+07  26.982
AlI_3945         AlI        3945.1222  1.20e-01  1.445e+08  26.982
MgII_1025        MgII       1025.9620  1.10e-03  1.000e+08  24.305
MgI_1683         MgI        1683.4120  2.40e-03  1.950e+06  24.305
MgI_1707         MgI        1707.0610  4.30e-03  3.160e+06  24.305
MgI_1747         MgI        1747.7940  9.10e-03  6.800e+06  24.305
NaI_2853         NaI        2853.6490  1.30e-03  5.200e+05  22.990
NaI_3303         NaI        3303.3200  8.80e-03  9.641e+06  22.990
NaI_3303.9       NaI        3303.9300  4.30e-03  9.639e+06  22.990
OI_924           OI          924.9500  1.30e-03  1.000e+08  15.999
OI_929           OI          929.5170  1.90e-03  1.000e+08  15.999
OI_936           OI          936.6290  3.10e-03  1.000e+08  15.999
OI_948           OI          948.6860  5.30e-03  1.000e+08  15.999
OI_950           OI          950.8850  1.60e-03  1.940e+07  15.999
OI_971           OI          971.7380  2.10e-03  1.000e+08  15.999
OI_971.7         OI          971.7380  1.20e-02  1.000e+08  15.999
OI_976           OI          976.4480  3.30e-03  3.860e+07  15.999
OI_1039          OI         1039.2300  9.10e-03  1.870e+08  15.999
NI_952           NI          952.3030  2.30e-03  4.510e+07  14.007
NI_952.4         NI          952.4150  2.00e-03  4.920e+07  14.007
NI_953           NI          953.4150  1.30e-02  1.914e+08  14.007
NI_953.7         NI          953.6550  2.50e-02  1.000e+08  14.007
NI_953.9         NI          953.9700  3.30e-02  1.000e+08  14.007
NI_954           NI          954.1040  4.00e-03  1.880e+08  14.007
NI_963           NI          963.9900  1.20e-02  8.550e+07  14.007
NI_964           NI          964.6260  7.90e-03  8.310e+07  14.007
NI_965           NI          965.0410  3.90e-03  1.080e+08  14.007
NI_1134          NI         1134.1650  1.50e-02  1.510e+08  14.007
NI_1134.4        NI         1134.4150  2.90e-02  1.490e+08  14.007
NI_1134.9        NI         1134.9800  4.20e-02  1.000e+08  14.007
NI_1199          NI         1199.5500  1.30e-01  4.070e+08  14.007
NI_1200          NI         1200.2230  8.70e-02  4.020e+08  14.007
NI_1200.7        NI         1200.7100  4.30e-02  4.000e+08  14.007
CaII_3934        CaII       3934.7700  6.50e-01  1.610e+08  39.963
CaII_3969        CaII       3969.5900  3.20e-01  1.600e+08  39.963
COJ0_1544.44     COJ0       1544.4497  1.58e-02  1.000e+08  28.000
COJ1_1544.54     COJ1       1544.5413  7.91e-03  1.000e+08  28.000
COJ1_1544.38     COJ1       1544.3895  7.89e-03  1.000e+08  28.000
COJ2_1544.72     COJ2       1544.7249  1.58e-03  1.000e+08  28.000
COJ2_1544.57     COJ2       1544.5726  7.89e-03  1.000e+08  28.000
COJ2_1544.34     COJ2       1544.3453  6.29e-03  1.000e+08  28.000
COJ3_1544.84     COJ3       1544.8482  2.26e-03  1.000e+08  28.000
COJ3_1544.61     COJ3       1544.6195  7.87e-03  1.000e+08  28.000
COJ3_1544.31     COJ3       1544.3173  5.59e-03  1.000e+08  28.000
COJ4_1544.98     COJ4       1544.9874  2.62e-03  1.000e+08  28.000
COJ4_1544.68     COJ4       1544.6823  7.83e-03  1.000e+08  28.000
COJ4_1544.30     COJ4       1544.3059  5.17e-03  1.000e+08  28.000
COJ5_1545.14     COJ5       1545.1430  2.85e-03  1.000e+08  28.000
COJ5_1544.76     COJ5       1544.7610  7.75e-03  1.000e+08  28.000
COJ5_1544.31     COJ5       1544.3123  4.85e-03  1.000e+08  28.000
COJ0_1509.74     COJ0       1509.7478  2.84e-02  9.600e+07  28.000
COJ1_1509.83     COJ1       1509.8355  1.42e-02  9.600e+07  28.000
COJ1_1509.69     COJ1       1509.6960  1.44e-02  9.600e+07  28.000
COJ2_1510.01     COJ2       1510.0108  2.83e-03  9.600e+07  28.000
COJ2_1509.87     COJ2       1509.8712  1.44e-02  9.600e+07  28.000
COJ2_1509.66     COJ2       1509.6615  1.17e-02  9.600e+07  28.000
COJ3_1510.13     COJ3       1510.1342  4.11e-03  9.600e+07  28.000
COJ3_1509.92     COJ3       1509.9244  1.47e-02  9.600e+07  28.000
COJ3_1509.64     COJ3       1509.6436  1.07e-02  9.600e+07  28.000
COJ4_1510.27     COJ4       1510.2751  4.89e-03  9.600e+07  28.000
COJ4_1509.99     COJ4       1509.9941  1.50e-02  9.600e+07  28.000
COJ4_1509.64     COJ4       1509.6420  1.02e-02  9.600e+07  28.000
COJ0_1477.56     COJ0       1477.5655  4.15e-02  1.030e+08  28.000
COJ1_1477.64     COJ1       1477.6494  2.08e-02  1.030e+08  28.000
COJ1_1477.51     COJ1       1477.5134  2.08e-02  1.030e+08  28.000
COJ2_1477.81     COJ2       1477.8174  4.15e-03  1.030e+08  28.000
COJ2_1477.68     COJ2       1477.6814  2.08e-02  1.030e+08  28.000
COJ2_1477.47     COJ2       1477.4772  1.66e-02  1.030e+08  28.000
COJ3_1477.93     COJ3       1477.9332  5.93e-03  1.030e+08  28.000
COJ3_1477.72     COJ3       1477.7292  2.08e-02  1.030e+08  28.000
COJ3_1477.45     COJ3       1477.4570  1.48e-02  1.030e+08  28.000
COJ4_1478.06     COJ4       1478.0649  6.92e-03  1.030e+08  28.000
COJ4_1477.79     COJ4       1477.7930  2.08e-02  1.030e+08  28.000
COJ4_1477.45     COJ4       1477.4528  1.38e-02  1.030e+08  28.000
COJ0_1447.35     COJ0       1447.3531  3.65e-02  1.040e+08  28.000
COJ1_1447.43     COJ1       1447.4337  1.82e-02  1.040e+08  28.000
COJ1_1447.30     COJ1       1447.3051  1.82e-02  1.040e+08  28.000
COJ2_1447.59     COJ2       1447.5948  3.65e-03  1.040e+08  28.000
COJ2_1447.46     COJ2       1447.4662  1.82e-02  1.040e+08  28.000
COJ2_1447.27     COJ2       1447.2734  1.46e-02  1.040e+08  28.000
COJ3_1447.70     COJ3       1447.7079  5.22e-03  1.040e+08  28.000
COJ3_1447.51     COJ3       1447.5151  1.82e-02  1.040e+08  28.000
COJ3_1447.25     COJ3       1447.2580  1.30e-02  1.040e+08  28.000
COJ4_1447.83     COJ4       1447.8374  6.09e-03  1.040e+08  28.000
COJ4_1447.58     COJ4       1447.5802  1.83e-02  1.040e+08  28.000
COJ4_1447.25     COJ4       1447.2588  1.22e-02  1.040e+08  28.000
