#
# line_tag	ion   wavelength  f	    gamma      mass

NiIIa_777.1    NiIIa   777.1369  0.01670583  2.615e+08  58.693
NiIIa_777.19   NiIIa   777.1995  0.01249743  2.469e+08  58.693
NiIIa_777.3    NiIIa   777.3576  0.01019226  2.253e+08  58.693
FeIIIu_777     FeIIIu  777.3899  0.00040410  8.238e+08  55.845
NiIIa_778      NiIIa   778.3245  0.00173019  2.021e+07  58.693
FeIIIe_779     FeIIIe  779.8407  0.00749298  1.998e+09  55.845
FeIIIe_779.9   FeIIIe  779.9697  0.00139548  1.971e+09  55.845
FeIIIs_781     FeIIIs  781.1669  0.00056485  1.247e+09  55.845
FeIIIu_782     FeIIIu  782.0322  0.01778801  1.247e+09  55.845
FeIIIv_782     FeIIIv  782.2077  0.00013699  1.247e+09  55.845
FeIIIl_782     FeIIIl  782.3162  0.00015206  1.635e+09  55.845
FeIIIj_783     FeIIIj  783.0410  0.00086320  1.598e+09  55.845
FeIIIu_783     FeIIIu  783.0573  0.00692637  1.000e+09  55.845
FeIIIs_783     FeIIIs  783.0803  0.01618087  1.260e+09  55.845
FeIIIt_783     FeIIIt  783.1396  0.00255929  1.260e+09  55.845
FeIIIu_783.9   FeIIIu  783.9498  0.00147426  1.260e+09  55.845
FeIIIs_784     FeIIIs  784.0596  0.00247191  1.267e+09  55.845
FeIIIt_784     FeIIIt  784.1190  0.01714563  1.267e+09  55.845
NiIId_784      NiIId   784.6394  0.00018584  3.841e+06  58.693
FeIIIf_785     FeIIIf  785.2089  0.00062260  9.037e+08  55.845
NiIIa_785      NiIIa   785.2565  0.00427112  7.350e+08  58.693
NiIIc_785      NiIIc   785.2770  0.00015717  3.081e+06  58.693
NiIIa_785.4    NiIIa   785.4516  0.00564216  3.570e+08  58.693
NiIIa_785.5    NiIIa   785.5688  0.00041080  8.214e+07  58.693
NiIIa_785.59   NiIIa   785.5910  0.00804987  1.742e+08  58.693
FeIIIs_785     FeIIIs  785.7563  0.00975832  1.032e+09  55.845
NiIIa_786      NiIIa   786.0085  0.00423299  2.552e+08  58.693
NiII_786       NiII    786.0426  0.00027049  5.197e+07  58.693
NiIIb_786      NiIIb   786.3805  0.00036158  4.074e+06  58.693
FeIIIu_786     FeIIIu  786.6318  0.00059653  1.032e+09  55.845
FeIIIm_787     FeIIIm  787.0407  0.00016605  1.598e+09  55.845
FeIIIt_787     FeIIIt  787.6580  0.01254149  1.014e+09  55.845
NiIIb_787      NiIIb   787.7482  0.00042201  3.780e+06  58.693
FeIIIi_787     FeIIIi  787.8574  0.00777067  1.971e+09  55.845
FeIIIi_788     FeIIIi  788.2201  0.00268265  1.959e+09  55.845
FeIIIg_788     FeIIIg  788.2657  0.00035214  9.280e+08  55.845
NiII_789       NiII    789.0242  0.00023832  2.921e+07  58.693
FeIIIh_789     FeIIIh  789.3936  0.00011304  9.280e+08  55.845
FeIIIh_791     FeIIIh  791.0815  0.00024447  9.436e+08  55.845
FeIIIj_791     FeIIIj  791.4640  0.01104450  1.959e+09  55.845
NiIId_791      NiIId   791.4809  0.00012147  5.344e+06  58.693
FeIIIx_791     FeIIIx  791.8828  0.02735844  1.891e+09  55.845
FeIIIw_792     FeIIIw  792.3537  0.09826870  1.150e+09  55.845
FeIIIk_792     FeIIIk  792.5574  0.01003492  1.998e+09  55.845
NiIIc_792      NiIIc   792.8025  0.00012816  8.444e+06  58.693
FeIIIk_794     FeIIIk  794.0035  0.00300362  9.037e+08  55.845
FeIIIl_794     FeIIIl  794.0537  0.00073735  1.998e+09  55.845
NiIIc_794      NiIIc   794.0797  0.00011368  2.258e+06  58.693
FeIIIl_794.1   FeIIIl  794.1874  0.00898351  1.971e+09  55.845
NiIIa_794      NiIIa   794.7568  0.00033523  5.173e+07  58.693
FeIIIm_795     FeIIIm  795.1809  0.00114708  1.971e+09  55.845
FeIIIo_795     FeIIIo  795.4598  0.00012543  2.025e+09  55.845
FeIIIk_795     FeIIIk  795.5486  0.00013000  9.280e+08  55.845
FeIIIm_795.5   FeIIIm  795.5504  0.00853993  1.959e+09  55.845
FeIII_795      FeIII   795.9382  0.00015587  9.432e+08  55.845
FeIIIl_797     FeIIIl  797.0562  0.00483722  9.280e+08  55.845
FeIIIc_797     FeIIIc  797.0773  0.00013335  1.902e+09  55.845
FeIII_797      FeIII   797.1716  0.00166732  9.582e+08  55.845
FeIIId_797     FeIIId  797.6810  0.00020091  1.902e+09  55.845
FeIIIw_798     FeIIIw  798.3760  0.00191222  1.290e+09  55.845
FeIIIx_798     FeIIIx  798.6263  0.00441780  1.150e+09  55.845
FeIIIa_798     FeIIIa  798.7086  0.00047439  9.432e+08  55.845
FeIIIm_799     FeIIIm  799.7822  0.00647135  9.436e+08  55.845
FeIIIa_799     FeIIIa  799.9507  0.00084250  9.582e+08  55.845
FeIIIb_800     FeIIIb  800.6447  0.00072253  9.432e+08  55.845
FeIII_800      FeIII   800.9361  0.00022142  1.104e+09  55.845
FeIIIf_801     FeIIIf  801.3350  0.00176772  2.085e+09  55.845
FeIIIc_801     FeIIIc  801.6627  0.00030833  9.161e+08  55.845
FeIIIg_802     FeIIIg  802.1319  0.00362268  1.297e+09  55.845
FeIIIh_802     FeIIIh  802.8471  0.00099214  1.974e+09  55.845
FeIIIh_803     FeIIIh  803.2998  0.00029604  1.297e+09  55.845
FeIIIn_803     FeIIIn  803.5049  0.00012830  1.100e+09  55.845
FeIIIg_804     FeIIIg  804.5947  0.00027079  1.353e+09  55.845
FeIIIx_804     FeIIIx  804.7447  0.00011185  1.290e+09  55.845
FeIIIx_804.9   FeIIIx  804.9313  0.00012434  1.274e+09  55.845
FeIIIb_805     FeIIIb  805.3790  0.00016532  9.884e+08  55.845
FeIIIh_805     FeIIIh  805.8750  0.00302162  1.300e+09  55.845
FeIIIg_806     FeIIIg  806.2463  0.00058926  1.242e+09  55.845
FeIIIc_806     FeIIIc  806.6361  0.00039671  9.884e+08  55.845
FeIIId_806     FeIIId  806.9208  0.00064429  8.929e+08  55.845
FeIIIh_807     FeIIIh  807.4263  0.00026879  1.242e+09  55.845
NiIIc_807      NiIIc   807.4943  0.00014762  3.222e+07  58.693
FeIIIf_807     FeIIIf  807.5428  0.05700017  1.800e+09  55.845
FeIIIg_807     FeIIIg  807.8492  0.05187546  1.851e+09  55.845
FeIIIm_808     FeIIIm  808.0061  0.00124311  1.122e+09  55.845
FeIII_808      FeIII   808.0775  0.00776673  1.060e+09  55.845
FeIIIh_808     FeIIIh  808.8349  0.05240933  1.904e+09  55.845
FeIIIh_809     FeIIIh  809.0339  0.00193320  1.851e+09  55.845
FeIIIg_809     FeIIIg  809.1716  0.00128596  1.800e+09  55.845
FeIIIk_809     FeIIIk  809.6744  0.01012359  1.297e+09  55.845
FeIIIw_810     FeIIIw  810.0757  0.00176797  1.267e+09  55.845
FeIIIl_810     FeIIIl  810.7745  0.00173456  1.974e+09  55.845
FeIIIa_810     FeIIIa  810.9333  0.01409882  1.060e+09  55.845
FeIIIf_811     FeIIIf  811.2303  0.00645272  9.938e+08  55.845
FeIIIl_811     FeIIIl  811.2362  0.00046557  1.297e+09  55.845
FeIIIa_811     FeIIIa  811.2866  0.01797369  1.206e+09  55.845
FeIIIm_811     FeIIIm  811.8100  0.00064876  1.974e+09  55.845
FeIIIk_812     FeIIIk  812.2907  0.00119258  1.300e+09  55.845
NiIId_812      NiIId   812.6496  0.00011644  3.222e+07  58.693
FeIIIg_812     FeIIIg  812.8741  0.00016859  9.938e+08  55.845
FeIIIb_812     FeIIIb  812.9292  0.01217880  1.060e+09  55.845
NiIIc_813      NiIIc   813.1275  0.00014250  2.823e+06  58.693
FeIIIb_813     FeIIIb  813.2842  0.00729859  1.206e+09  55.845
FeIII_813      FeIII   813.3784  0.06873771  1.543e+09  55.845
FeIIIl_813     FeIIIl  813.8626  0.01628630  1.300e+09  55.845
FeIIIk_813     FeIIIk  813.8668  0.00773607  1.242e+09  55.845
NiIId_813      NiIId   813.8892  0.00115865  7.271e+07  58.693
FeIIIf_813     FeIIIf  813.9534  0.00172297  1.073e+09  55.845
FeIIIn_814     FeIIIn  814.0177  0.00060402  9.037e+08  55.845
FeIII_814      FeIII   814.1367  0.00170039  1.152e+09  55.845
FeIIIb_814     FeIIIb  814.2384  0.02570444  1.364e+09  55.845
NiIId_814      NiIId   814.2506  0.00013121  2.803e+07  58.693
FeIIIl_814     FeIIIl  814.3186  0.00120722  1.330e+09  55.845
FeIIIc_814     FeIIIc  814.5661  0.02205107  1.206e+09  55.845
NiIId_814.7    NiIId   814.7909  0.00022826  9.417e+06  58.693
FeIIIm_814     FeIIIm  814.9060  0.00075965  1.300e+09  55.845
FeIIIo_815     FeIIIo  815.0321  0.00015337  1.998e+09  55.845
FeIIIk_815     FeIIIk  815.2981  0.00078286  1.904e+09  55.845
FeIIIm_815     FeIIIm  815.3631  0.01903759  1.330e+09  55.845
FeIIIl_815     FeIIIl  815.4448  0.00042811  1.242e+09  55.845
FeIIIk_815.5   FeIIIk  815.5002  0.00052147  1.851e+09  55.845
FeIIIc_815     FeIIIc  815.5234  0.00247287  1.364e+09  55.845
FeIIIg_815     FeIIIg  815.6083  0.01047199  1.073e+09  55.845
NiIIc_815      NiIIc   815.6691  0.00600982  6.895e+07  58.693
FeIIIg_815.9   FeIIIg  815.9610  0.00040672  1.088e+09  55.845
NiIIe_816      NiIIe   816.1513  0.00466374  4.734e+07  58.693
FeIIId_816     FeIIId  816.1553  0.04883498  1.364e+09  55.845
FeIIIc_816     FeIIIc  816.1697  0.02553357  1.480e+09  55.845
FeIIIa_816     FeIIIa  816.2719  0.01772433  1.543e+09  55.845
FeIIIp_816     FeIIIp  816.5112  0.00010281  1.971e+09  55.845
FeIIIo_816     FeIIIo  816.5615  0.00014662  9.037e+08  55.845
FeIIIa_816.5   FeIIIa  816.5745  0.00082118  1.011e+09  55.845
FeIIIh_816     FeIIIh  816.8158  0.00028975  1.073e+09  55.845
FeIIIl_816     FeIIIl  816.8816  0.00033415  1.904e+09  55.845
FeIIIa_817     FeIIIa  817.0355  0.02462031  1.152e+09  55.845
FeIIIl_817     FeIIIl  817.0845  0.00038351  1.851e+09  55.845
FeIIIh_817     FeIIIh  817.1696  0.01241431  1.088e+09  55.845
FeIII_817      FeIII   817.3501  0.00313166  9.072e+08  55.845
NiIIe_817      NiIIe   817.4103  0.00076633  2.334e+07  58.693
NiIIb_817      NiIIb   817.8794  0.00901401  7.490e+07  58.693
NiIIe_817.9    NiIIe   817.9017  0.00061782  2.803e+07  58.693
FeIIIm_817     FeIIIm  817.9328  0.00078075  1.904e+09  55.845
NiIIe_818      NiIIe   818.0076  0.00034761  5.695e+07  58.693
FeIIIo_818     FeIIIo  818.1957  0.00064536  9.280e+08  55.845
FeIIIa_818     FeIIIa  818.3808  0.00379415  1.004e+09  55.845
FeIIIb_818     FeIIIb  818.4455  0.00011810  9.192e+08  55.845
FeIIIx_818     FeIIIx  818.4739  0.00023904  1.032e+09  55.845
FeIIIb_818.5   FeIIIb  818.5982  0.01215636  1.011e+09  55.845
FeIIIb_818.9   FeIIIb  818.9710  0.00240131  1.032e+09  55.845
FeIIIb_819     FeIIIb  819.0615  0.01647493  1.152e+09  55.845
NiIIb_819      NiIIb   819.0904  0.00060513  6.846e+07  58.693
NiIIb_819.1    NiIIb   819.1551  0.00045875  6.636e+07  58.693
NiIIe_819      NiIIe   819.2317  0.00012648  3.702e+07  58.693
FeIIIe_819     FeIIIe  819.2544  0.00362056  1.240e+09  55.845
FeIIIp_819     FeIIIp  819.5438  0.00017608  9.280e+08  55.845
FeIIIe_819.7   FeIIIe  819.7077  0.00058932  1.172e+09  55.845
FeIIIc_819     FeIIIc  819.7438  0.00506758  9.192e+08  55.845
FeIIIc_819.8   FeIIIc  819.8970  0.01620956  1.011e+09  55.845
FeIII_820      FeIII   820.0109  0.00048054  1.511e+09  55.845
FeIIIc_820     FeIIIc  820.2709  0.00427717  1.032e+09  55.845
FeIIIa_820     FeIIIa  820.2719  0.00439824  9.072e+08  55.845
FeIIId_820     FeIIId  820.3822  0.01089765  9.192e+08  55.845
FeIIIb_820     FeIIIb  820.4135  0.00426857  1.004e+09  55.845
FeIIIh_820     FeIIIh  820.8090  0.00032604  1.642e+09  55.845
FeIIId_820.9   FeIIId  820.9102  0.02830975  1.032e+09  55.845
NiII_821       NiII    821.0158  0.00022098  3.072e+07  58.693
FeIIIp_821     FeIIIp  821.3633  0.00076163  9.436e+08  55.845
FeIIIg_821     FeIIIg  821.3790  0.00036497  1.641e+09  55.845
FeIIIc_821     FeIIIc  821.7181  0.01228294  1.004e+09  55.845
FeIIIb_822     FeIIIb  822.3140  0.00635855  9.072e+08  55.845
FeIIIa_823     FeIIIa  823.0080  0.00021021  1.490e+09  55.845
FeIIIf_823     FeIIIf  823.1249  0.00110722  1.111e+09  55.845
FeIII_823      FeIII   823.2567  0.01440639  7.623e+08  55.845
NiIIe_823      NiIIe   823.3379  0.00011739  9.359e+06  58.693
FeIIIk_823     FeIIIk  823.4076  0.00010796  1.073e+09  55.845
FeIIIk_823.7   FeIIIk  823.7671  0.00028080  1.088e+09  55.845
NiIIb_823      NiIIb   823.8035  0.00078142  1.430e+07  58.693
NiII_823       NiII    823.8196  0.00013567  4.160e+07  58.693
FeIIIe_824     FeIIIe  824.0877  0.00017818  1.398e+09  55.845
FeIIIe_824.4   FeIIIe  824.4777  0.00047370  1.578e+09  55.845
FeIII_824      FeIII   824.7980  0.00215206  7.646e+08  55.845
FeIIIg_824     FeIIIg  824.8172  0.00023868  1.111e+09  55.845
NiII_825       NiII    825.1224  0.00068798  3.749e+07  58.693
NiII_825.1     NiII    825.1348  0.00023546  1.902e+06  58.693
NiII_825.2     NiII    825.2285  0.00359391  2.658e+07  58.693
NiII_825.3     NiII    825.3426  0.00041396  9.760e+07  58.693
FeIIIl_825     FeIIIl  825.3838  0.00015233  1.088e+09  55.845
NiIIc_825      NiIIc   825.4196  0.00201230  6.846e+07  58.693
NiII_825.4     NiII    825.4436  0.00126670  7.570e+07  58.693
NiIIc_825.4    NiIIc   825.4853  0.00298828  6.636e+07  58.693
FeIIIe_826     FeIIIe  826.1137  0.00099986  1.888e+09  55.845
NiII_826       NiII    826.1556  0.00039022  4.452e+07  58.693
NiII_826.1     NiII    826.1560  0.00018078  2.271e+07  58.693
FeIII_826      FeIII   826.3862  0.00019988  7.772e+08  55.845
FeIIIk_827     FeIIIk  827.4657  0.00047426  1.642e+09  55.845
FeIIIl_827     FeIIIl  827.5737  0.00056621  1.585e+09  55.845
FeIIIa_827     FeIIIa  827.7735  0.01386862  7.646e+08  55.845
FeIIIi_827     FeIIIi  827.9412  0.00169574  1.204e+09  55.845
FeIIIi_828     FeIIIi  828.4241  0.00411568  1.172e+09  55.845
FeIIIg_828     FeIIIg  828.4841  0.00132189  1.425e+09  55.845
NiIIc_828      NiIIc   828.7887  0.00039854  2.021e+07  58.693
FeIIIa_829     FeIIIa  829.3731  0.00557922  7.772e+08  55.845
FeIIIh_829     FeIIIh  829.7301  0.00069981  1.425e+09  55.845
FeIIIm_830     FeIIIm  830.1798  0.00018372  1.642e+09  55.845
FeIIIn_830     FeIIIn  830.4968  0.00247050  1.297e+09  55.845
FeIIIa_830     FeIIIa  830.6331  0.00056450  7.961e+08  55.845
FeIIIe_830     FeIIIe  830.8407  0.00015834  1.599e+09  55.845
FeIIIl_830     FeIIIl  830.9281  0.00043388  1.641e+09  55.845
NiIIa_831      NiIIa   831.3008  0.00022483  3.072e+07  58.693
FeIIIn_831     FeIIIn  831.3620  0.00191703  2.085e+09  55.845
NiII_831       NiII    831.4489  0.00508896  9.547e+07  58.693
FeIIIb_831     FeIIIb  831.4608  0.01243566  7.772e+08  55.845
NiII_831.4     NiII    831.4708  0.00699294  5.076e+07  58.693
FeIIIj_831     FeIIIj  831.5210  0.00926746  1.204e+09  55.845
NiII_831.5     NiII    831.5997  0.00030966  2.425e+06  58.693
NiII_831.7     NiII    831.7884  0.00107187  6.694e+07  58.693
NiIId_831      NiIId   831.8352  0.00012241  5.026e+07  58.693
NiII_831.9     NiII    831.9226  0.00254219  5.554e+07  58.693
NiII_831.95    NiII    831.9524  0.00143203  7.335e+07  58.693
FeIIIf_832     FeIIIf  832.3266  0.01354224  7.451e+08  55.845
FeIIIo_832     FeIIIo  832.6578  0.00350069  1.974e+09  55.845
FeIIIb_832     FeIIIb  832.7272  0.00772451  7.961e+08  55.845
FeIIIi_832     FeIIIi  832.8980  0.00120821  1.398e+09  55.845
NiIIa_832      NiIIa   832.9577  0.00011026  4.271e+07  58.693
FeIIIn_833     FeIIIn  833.1372  0.00040794  1.353e+09  55.845
FeIIIo_833     FeIIIo  833.1448  0.00060359  1.297e+09  55.845
FeIIIk_833     FeIIIk  833.3005  0.00290690  1.240e+09  55.845
FeIIIh_833     FeIIIh  833.5325  0.00622212  1.888e+09  55.845
FeIIIb_833     FeIIIb  833.6213  0.00085017  8.135e+08  55.845
FeIIIc_834     FeIIIc  834.0712  0.01388923  7.961e+08  55.845
FeIIIp_834     FeIIIp  834.5427  0.00046988  1.297e+09  55.845
FeIIIf_834     FeIIIf  834.7597  0.00449229  7.545e+08  55.845
FeIIIn_834     FeIIIn  834.9082  0.00565204  1.242e+09  55.845
FeIIIv_834     FeIIIv  834.9448  0.02511922  2.025e+09  55.845
FeIIIl_834     FeIIIl  834.9548  0.00100758  1.240e+09  55.845
FeIIIc_834.9   FeIIIc  834.9682  0.00894726  8.135e+08  55.845
FeIIIl_835     FeIIIl  835.4257  0.00276545  1.172e+09  55.845
NiIIa_835      NiIIa   835.5112  0.00478820  3.749e+07  58.693
FeIIId_835     FeIIId  835.6306  0.02474872  8.135e+08  55.845
NiIIa_835.7    NiIIa   835.7370  0.00920459  9.760e+07  58.693
FeIIIo_835     FeIIIo  835.8021  0.00091525  1.353e+09  55.845
NiIIa_835.8    NiIIa   835.8406  0.00983533  7.570e+07  58.693
FeIIIo_835.9   FeIIIo  835.9153  0.00618441  1.300e+09  55.845
FeIIIm_836     FeIIIm  836.0327  0.00186737  1.204e+09  55.845
FeIIIm_836.0   FeIIIm  836.0530  0.00015258  1.240e+09  55.845
NiIIa_836      NiIIa   836.2339  0.00178754  3.511e+07  58.693
FeIIIg_836     FeIIIg  836.5003  0.01042690  7.545e+08  55.845
FeIIIm_836.5   FeIIIm  836.5251  0.00035671  1.172e+09  55.845
FeIIIk_836     FeIIIk  836.5329  0.03136994  1.425e+09  55.845
NiIIa_836.5    NiIIa   836.5707  0.00082786  4.452e+07  58.693
NiIIa_836.57   NiIIa   836.5710  0.00167881  2.271e+07  58.693
FeIIIn_836     FeIIIn  836.6272  0.00785618  1.851e+09  55.845
FeIIIg_836.6   FeIIIg  836.6340  0.00172581  1.381e+09  55.845
FeIIIf_837     FeIIIf  837.1132  0.00099566  7.780e+08  55.845
FeIIIp_837     FeIIIp  837.3225  0.00106165  1.300e+09  55.845
FeIIIf_837.4   FeIIIf  837.4371  0.03318479  1.346e+09  55.845
FeIIIo_837     FeIIIo  837.5844  0.00015461  1.242e+09  55.845
FeIIIp_837.8   FeIIIp  837.8051  0.01458264  1.330e+09  55.845
FeIIIh_837     FeIIIh  837.9047  0.00015263  1.381e+09  55.845
FeIIIn_838     FeIIIn  838.0456  0.02727166  1.800e+09  55.845
FeIIIg_838     FeIIIg  838.0496  0.03153166  1.426e+09  55.845
FeIIIl_838     FeIIIl  838.2001  0.00289821  1.425e+09  55.845
FeIIIa_838     FeIIIa  838.4929  0.00189735  9.377e+08  55.845
FeIIIc_838     FeIIIc  838.5910  0.00113516  8.393e+08  55.845
FeIIIb_838     FeIIIb  838.6198  0.00012779  9.114e+08  55.845
FeIIIg_838.8   FeIIIg  838.8637  0.00745897  7.780e+08  55.845
FeIIIh_838     FeIIIh  838.9366  0.02782211  1.421e+09  55.845
FeIIIp_838     FeIIIp  838.9973  0.00063366  1.242e+09  55.845
FeIIIo_839     FeIIIo  839.1004  0.00845663  1.904e+09  55.845
FeIIIg_839     FeIIIg  839.1889  0.00348425  1.346e+09  55.845
FeIIIo_839.3   FeIIIo  839.3145  0.02703746  1.851e+09  55.845
FeIIIh_839     FeIIIh  839.3246  0.00536538  1.426e+09  55.845
FeIIIi_839     FeIIIi  839.7968  0.00016354  1.599e+09  55.845
FeIIIl_839     FeIIIl  839.9757  0.00099737  1.398e+09  55.845
FeIIIc_839     FeIIIc  839.9829  0.00569115  9.114e+08  55.845
FeIIIh_840     FeIIIh  840.1411  0.01074811  7.780e+08  55.845
FeIIIl_840     FeIIIl  840.3809  0.03420042  1.578e+09  55.845
FeIIIk_840     FeIIIk  840.3981  0.00162244  1.888e+09  55.845
FeIIIh_840.4   FeIIIh  840.4674  0.00052035  1.346e+09  55.845
FeIIIp_840     FeIIIp  840.5184  0.03241099  1.904e+09  55.845
FeIIIb_840     FeIIIb  840.6268  0.00513836  9.377e+08  55.845
FeIIId_840     FeIIId  840.6533  0.01172892  9.114e+08  55.845
FeIIIp_840.7   FeIIIp  840.7332  0.00554539  1.851e+09  55.845
FeIIIo_840     FeIIIo  840.7420  0.00742176  1.800e+09  55.845
NiII_840       NiII    840.8788  0.01238187  8.774e+07  58.693
NiII_841       NiII    841.0575  0.01580207  1.554e+08  58.693
FeIIIm_841     FeIIIm  841.0872  0.04263680  1.398e+09  55.845
NiII_841.2     NiII    841.2050  0.00459729  8.517e+07  58.693
NiII_841.22    NiII    841.2261  0.00302729  2.179e+07  58.693
FeIIIm_841.4   FeIIIm  841.4934  0.00564793  1.578e+09  55.845
NiII_841.5     NiII    841.5482  0.00214480  2.153e+07  58.693
NiII_841.6     NiII    841.6847  0.00017136  3.669e+06  58.693
FeIIIs_841     FeIIIs  841.6848  0.02156113  1.635e+09  55.845
NiIIa_841      NiIIa   841.6865  0.00103027  4.252e+07  58.693
FeIIIt_841     FeIIIt  841.7533  0.00316919  1.635e+09  55.845
FeIIIc_841     FeIIIc  841.9965  0.00336589  9.377e+08  55.845
NiIIa_841.9    NiIIa   841.9987  0.00735007  9.547e+07  58.693
FeIIIn_842     FeIIIn  842.0177  0.02462213  9.938e+08  55.845
FeIIIl_842     FeIIIl  842.0807  0.01024852  1.888e+09  55.845
NiIIa_842      NiIIa   842.3468  0.00536153  6.694e+07  58.693
NiIIa_842.4    NiIIa   842.4845  0.00483653  5.554e+07  58.693
NiIIa_842.5    NiIIa   842.5151  0.00544881  7.335e+07  58.693
NiIIa_842.58   NiIIa   842.5834  0.00015859  4.566e+06  58.693
FeIIIu_842     FeIIIu  842.6894  0.05232051  1.635e+09  55.845
FeIIIm_843     FeIIIm  843.1978  0.00018356  1.888e+09  55.845
FeIII_844      FeIII   844.2880  0.07148447  1.714e+09  55.845
FeIIIk_844     FeIIIk  844.8427  0.01690773  1.381e+09  55.845
FeIIIn_844     FeIIIn  844.9518  0.00496659  1.073e+09  55.845
FeIIIn_845     FeIIIn  845.3303  0.00033747  1.088e+09  55.845
FeIIIa_845     FeIIIa  845.4107  0.04936779  1.694e+09  55.845
FeIII_845      FeIII   845.6910  0.00116757  9.084e+08  55.845
FeIIIk_845     FeIIIk  845.8918  0.00033458  1.421e+09  55.845
FeIIIf_845     FeIIIf  845.9289  0.03465347  9.544e+08  55.845
FeIIIs_846     FeIIIs  846.0286  0.03689372  1.598e+09  55.845
FeIIIt_846     FeIIIt  846.0977  0.03552594  1.598e+09  55.845
FeIIIk_846     FeIIIk  846.2862  0.00017288  1.426e+09  55.845
FeIIIe_846     FeIIIe  846.3351  0.00096006  1.464e+09  55.845
FeIIIe_846.4   FeIIIe  846.4526  0.00069715  1.402e+09  55.845
FeIIIb_846     FeIIIb  846.5311  0.02701019  1.688e+09  55.845
FeIIIl_846     FeIIIl  846.5432  0.00071280  1.381e+09  55.845
FeIIIv_846     FeIIIv  846.5466  0.00205216  1.100e+09  55.845
FeIIIk_847     FeIIIk  847.1164  0.00048654  7.780e+08  55.845
FeIIIe_847     FeIIIe  847.3254  0.00064348  1.346e+09  55.845
FeIIIa_847     FeIIIa  847.4059  0.01819475  1.714e+09  55.845
FeIIIi_847     FeIIIi  847.4309  0.00295009  1.590e+09  55.845
FeIIIf_847     FeIIIf  847.4336  0.00149410  1.318e+09  55.845
FeIIIk_847.4   FeIIIk  847.4481  0.03224178  1.346e+09  55.845
FeIIIb_847     FeIIIb  847.5801  0.03338871  1.694e+09  55.845
FeIIIl_847     FeIIIl  847.5965  0.00049439  1.421e+09  55.845
FeIIIo_847     FeIIIo  847.6929  0.02054132  1.073e+09  55.845
FeIIIg_847     FeIIIg  847.7164  0.00609907  9.544e+08  55.845
FeIIIt_847     FeIIIt  847.9200  0.03248130  1.573e+09  55.845
FeIIIc_847     FeIIIc  847.9201  0.04645833  1.688e+09  55.845
FeIIIl_847.9   FeIIIl  847.9926  0.03590086  1.426e+09  55.845
